"Datum","El kWh","Utomhustemperatur","Status"
"2022-08-23 08:00","0,39","15,4","Normalt"
"2022-08-23 09:00","0,48","16,5","Normalt"
"2022-08-23 10:00","1,25","19,2","Normalt"
"2022-08-23 11:00","1,17","20,9","Normalt"
"2022-08-23 12:00","1,75","21,1","Normalt"
"2022-08-23 13:00","1,46","20,6","Normalt"
"2022-08-23 14:00","0,7","21,7","Normalt"
"2022-08-23 15:00","0,42","21,3","Normalt"
"2022-08-23 16:00","0,49","20,1","Normalt"
"2022-08-23 17:00","0,89","20,4","Normalt"
"2022-08-23 18:00","2,65","19,4","Normalt"
"2022-08-23 19:00","0,76","18,8","Normalt"
"2022-08-23 20:00","0,83","17,7","Normalt"
"2022-08-23 21:00","1,13","17,2","Normalt"
"2022-08-23 22:00","1,84","16,7","Normalt"
"2022-08-23 23:00","1,47","16,1","Normalt"
"2022-08-24 00:00","0,38","14,9","Normalt"
"2022-08-24 01:00","0,33","13,7","Normalt"
"2022-08-24 02:00","1,18","12,4","Normalt"
"2022-08-24 03:00","0,68","11,8","Normalt"
"2022-08-24 04:00","0,37","11,4","Normalt"
"2022-08-24 05:00","0,3",11,"Normalt"
"2022-08-24 06:00","1,15",11,"Normalt"
"2022-08-24 07:00","0,51","12,2","Normalt"
"2022-08-24 08:00","0,42","14,6","Normalt"
"2022-08-24 09:00","0,38","16,4","Normalt"
"2022-08-24 10:00","0,51","17,3","Normalt"
"2022-08-24 11:00","0,41","18,9","Normalt"
"2022-08-24 12:00","2,42","20,2","Normalt"
"2022-08-24 13:00","1,81","21,7","Normalt"
"2022-08-24 14:00","1,19","22,2","Normalt"
"2022-08-24 15:00","0,48","23,4","Normalt"
"2022-08-24 16:00","0,66","24,1","Normalt"
"2022-08-24 17:00","1,5","24,2","Normalt"
"2022-08-24 18:00","2,36","23,9","Normalt"
"2022-08-24 19:00","1,54","21,6","Normalt"
"2022-08-24 20:00","0,9","20,4","Normalt"
"2022-08-24 21:00","1,54","17,6","Normalt"
"2022-08-24 22:00","0,99","16,1","Normalt"
"2022-08-24 23:00","1,19","13,8","Normalt"
"2022-08-25 00:00","1,46","12,6","Normalt"
"2022-08-25 01:00","2,66","11,7","Normalt"
"2022-08-25 02:00","1,1","11,2","Normalt"
"2022-08-25 03:00","0,3","10,9","Normalt"
"2022-08-25 04:00","0,33","10,6","Normalt"
"2022-08-25 05:00","0,32","10,2","Normalt"
"2022-08-25 06:00","0,34","10,4","Normalt"
"2022-08-25 07:00","0,34","11,3","Normalt"
"2022-08-25 08:00","0,65","13,2","Normalt"
"2022-08-25 09:00","1,24","17,1","Normalt"
"2022-08-25 10:00","0,88","19,2","Normalt"
"2022-08-25 11:00","1,67",21,"Normalt"
"2022-08-25 12:00","0,75","22,4","Normalt"
"2022-08-25 13:00","0,45","23,5","Normalt"
"2022-08-25 14:00","0,5","24,6","Normalt"
"2022-08-25 15:00","1,08","25,8","Normalt"
"2022-08-25 16:00","1,53","26,4","Normalt"
"2022-08-25 17:00","1,09","26,6","Normalt"
"2022-08-25 18:00","0,44","25,4","Normalt"
"2022-08-25 19:00","0,65","22,1","Normalt"
"2022-08-25 20:00","0,72","20,5","Normalt"
"2022-08-25 21:00","1,46","17,7","Normalt"
"2022-08-25 22:00","0,87","15,9","Normalt"
"2022-08-25 23:00","0,63","14,3","Normalt"
"2022-08-26 00:00","1,5","12,8","Normalt"
"2022-08-26 01:00","1,29","12,1","Normalt"
"2022-08-26 02:00","0,48","11,4","Normalt"
"2022-08-26 03:00","2,15","11,6","Normalt"
"2022-08-26 04:00","0,72","11,1","Normalt"
"2022-08-26 05:00","0,38","11,1","Normalt"
"2022-08-26 06:00","0,48","11,3","Normalt"
"2022-08-26 07:00","0,36","12,7","Normalt"
"2022-08-26 08:00","0,47","14,6","Normalt"
"2022-08-26 09:00","0,97","17,6","Normalt"
"2022-08-26 10:00","0,96","19,6","Normalt"
"2022-08-26 11:00","0,52","20,7","Normalt"
"2022-08-26 12:00","0,53",22,"Normalt"
"2022-08-26 13:00","0,55","22,1","Normalt"
"2022-08-26 14:00","0,57","22,9","Normalt"
"2022-08-26 15:00","0,68","23,7","Normalt"
"2022-08-26 16:00","0,73","23,9","Normalt"
"2022-08-26 17:00","1,44","23,4","Normalt"
"2022-08-26 18:00","0,67",23,"Normalt"
"2022-08-26 19:00","0,61","20,1","Normalt"
"2022-08-26 20:00","0,76","18,8","Normalt"
"2022-08-26 21:00","0,7","17,6","Normalt"
"2022-08-26 22:00","0,8","16,9","Normalt"
"2022-08-26 23:00","0,7","16,8","Normalt"
"2022-08-27 00:00","2,24",17,"Normalt"
"2022-08-27 01:00","1,13","17,3","Normalt"
"2022-08-27 02:00","0,61","17,6","Normalt"
"2022-08-27 03:00","0,31","17,7","Normalt"
"2022-08-27 04:00","0,29","17,9","Normalt"
"2022-08-27 05:00","0,32","18,4","Normalt"
"2022-08-27 06:00","0,3","18,6","Normalt"
"2022-08-27 07:00","0,35","19,2","Normalt"
"2022-08-27 08:00","1,18","20,2","Normalt"
"2022-08-27 09:00","0,81",21,"Normalt"
"2022-08-27 10:00","0,41","21,8","Normalt"
"2022-08-27 11:00","0,51","22,1","Normalt"
"2022-08-27 12:00","0,5","23,2","Normalt"
"2022-08-27 13:00","0,46","24,1","Normalt"
"2022-08-27 14:00","1,26",25,"Normalt"
"2022-08-27 15:00","1,02",26,"Normalt"
"2022-08-27 16:00","0,46","25,9","Normalt"
"2022-08-27 17:00","0,6","26,1","Normalt"
"2022-08-27 18:00","0,61","24,2","Normalt"
"2022-08-27 19:00","0,57","23,4","Normalt"
"2022-08-27 20:00","1,25","22,9","Normalt"
"2022-08-27 21:00","1,73","22,1","Normalt"
"2022-08-27 22:00","1,64","21,2","Normalt"
"2022-08-27 23:00","1,71","20,4","Normalt"
"2022-08-28 00:00","0,57",19,"Normalt"
"2022-08-28 01:00","0,33","18,7","Normalt"
"2022-08-28 02:00","0,31","17,8","Normalt"
"2022-08-28 03:00","0,3","17,3","Normalt"
"2022-08-28 04:00","0,73","16,9","Normalt"
"2022-08-28 05:00","0,86","17,1","Normalt"
"2022-08-28 06:00","0,4","17,1","Normalt"
"2022-08-28 07:00","0,32","17,1","Normalt"
"2022-08-28 08:00","0,34","17,4","Normalt"
"2022-08-28 09:00","0,38","17,8","Normalt"
"2022-08-28 10:00","1,07","17,8","Normalt"
"2022-08-28 11:00","1,03","17,6","Normalt"
"2022-08-28 12:00","0,6","17,2","Normalt"
"2022-08-28 13:00","0,84","17,2","Normalt"
"2022-08-28 14:00","0,6","16,1","Normalt"
"2022-08-28 15:00","0,86","14,7","Normalt"
"2022-08-28 16:00","0,9","12,9","Normalt"
"2022-08-28 17:00","1,11","12,7","Normalt"
"2022-08-28 18:00","1,37","12,1","Normalt"
"2022-08-28 19:00","0,69","11,7","Normalt"
"2022-08-28 20:00","0,76","11,7","Normalt"
"2022-08-28 21:00","0,64","11,7","Normalt"
"2022-08-28 22:00","1,17","11,8","Normalt"
"2022-08-28 23:00","1,03","11,9","Normalt"
"2022-08-29 00:00","0,32","12,1","Normalt"
"2022-08-29 01:00","1,37","12,2","Normalt"
"2022-08-29 02:00","0,61","12,3","Normalt"
"2022-08-29 03:00","0,3","12,4","Normalt"
"2022-08-29 04:00","0,29","12,2","Normalt"
"2022-08-29 05:00","0,28","12,2","Normalt"
"2022-08-29 06:00","0,29","11,9","Normalt"
"2022-08-29 07:00","0,37","11,5","Normalt"
"2022-08-29 08:00","0,39","12,6","Normalt"
"2022-08-29 09:00","1,23","13,8","Normalt"
"2022-08-29 10:00","1,07","15,5","Normalt"
"2022-08-29 11:00","0,49",16,"Normalt"
"2022-08-29 12:00","0,56","16,9","Normalt"
"2022-08-29 13:00","0,47","16,9","Normalt"
"2022-08-29 14:00","0,59","17,3","Normalt"
"2022-08-29 15:00","0,97","16,8","Normalt"
"2022-08-29 16:00","1,39","16,9","Normalt"
"2022-08-29 17:00","1,01","16,5","Normalt"
"2022-08-29 18:00","1,48","15,9","Normalt"
"2022-08-29 19:00","0,71","14,9","Normalt"
"2022-08-29 20:00","0,74","14,3","Normalt"
"2022-08-29 21:00","0,69","13,6","Normalt"
"2022-08-29 22:00","1,57","12,6","Normalt"
"2022-08-29 23:00","1,07","12,4","Normalt"
"2022-08-30 00:00","0,67","11,6","Normalt"
"2022-08-30 01:00","0,32","11,2","Normalt"
"2022-08-30 02:00","0,29","10,8","Normalt"
"2022-08-30 03:00","0,28","10,8","Normalt"
"2022-08-30 04:00","0,28","10,7","Normalt"
"2022-08-30 05:00","0,56","10,5","Normalt"
"2022-08-30 06:00","1,45","10,3","Normalt"
"2022-08-30 07:00","1,29","10,9","Normalt"
"2022-08-30 08:00","1,34","12,3","Normalt"
"2022-08-30 09:00","1,84","14,2","Normalt"
"2022-08-30 10:00","1,26","15,8","Normalt"
"2022-08-30 11:00","0,54","17,1","Normalt"
"2022-08-30 12:00","1,12","17,7","Normalt"
"2022-08-30 13:00","1,15","17,2","Normalt"
"2022-08-30 14:00","0,6","17,1","Normalt"
"2022-08-30 15:00","0,82","16,9","Normalt"
"2022-08-30 16:00","1,19","18,2","Normalt"
"2022-08-30 17:00","1,28","17,3","Normalt"
"2022-08-30 18:00","1,2","16,4","Normalt"
"2022-08-30 19:00","0,64","15,8","Normalt"
"2022-08-30 20:00","0,68","14,8","Normalt"
"2022-08-30 21:00","0,56","13,8","Normalt"
"2022-08-30 22:00","0,68","12,9","Normalt"
"2022-08-30 23:00","1,62","12,4","Normalt"
"2022-08-31 00:00","1,63","12,1","Normalt"
"2022-08-31 01:00","0,88","11,7","Normalt"
"2022-08-31 02:00","1,28","11,2","Normalt"
"2022-08-31 03:00","0,71","10,9","Normalt"
"2022-08-31 04:00","0,37","10,3","Normalt"
"2022-08-31 05:00","0,3","9,9","Normalt"
"2022-08-31 06:00","0,37","9,7","Normalt"
"2022-08-31 07:00","0,85","9,7","Normalt"
"2022-08-31 08:00","1,12","10,7","Normalt"
"2022-08-31 09:00","0,42","11,9","Normalt"
"2022-08-31 10:00","0,51","14,1","Normalt"
"2022-08-31 11:00","0,46","15,6","Normalt"
"2022-08-31 12:00","0,36","16,3","Normalt"
"2022-08-31 13:00","0,4","17,1","Normalt"
"2022-08-31 14:00","0,31",17,"Normalt"
"2022-08-31 15:00","1,22","16,8","Normalt"
"2022-08-31 16:00","1,01","14,9","Normalt"
"2022-08-31 17:00","0,43","15,9","Normalt"
"2022-08-31 18:00","0,5","15,8","Normalt"
"2022-08-31 19:00","0,77","13,9","Normalt"
"2022-08-31 20:00","1,25","12,8","Normalt"
"2022-08-31 21:00","0,67","11,3","Normalt"
"2022-08-31 22:00","0,67","11,1","Normalt"
"2022-08-31 23:00","0,85","10,6","Normalt"
"2022-09-01 00:00","1,84","10,6","Normalt"
"2022-09-01 01:00","1,57","10,3","Normalt"
"2022-09-01 02:00","0,39","9,8","Normalt"
"2022-09-01 03:00","0,64","9,7","Normalt"
"2022-09-01 04:00","0,29","9,3","Normalt"
"2022-09-01 05:00","0,29","9,7","Normalt"
"2022-09-01 06:00","0,36","9,1","Normalt"
"2022-09-01 07:00","0,28","9,4","Normalt"
"2022-09-01 08:00","0,59","10,8","Normalt"
"2022-09-01 09:00","1,46","12,3","Normalt"
"2022-09-01 10:00","0,76","13,8","Normalt"
"2022-09-01 11:00","1,38","11,8","Normalt"
"2022-09-01 12:00","1,66","14,3","Normalt"
"2022-09-01 13:00","1,5","14,6","Normalt"
"2022-09-01 14:00","1,32","14,3","Normalt"
"2022-09-01 15:00","0,93","15,4","Normalt"
"2022-09-01 16:00","0,78","12,6","Normalt"
"2022-09-01 17:00","0,66","14,5","Normalt"
"2022-09-01 18:00","1,42","14,7","Normalt"
"2022-09-01 19:00","0,94","13,3","Normalt"
"2022-09-01 20:00","0,68","11,5","Normalt"
"2022-09-01 21:00","0,72","10,1","Normalt"
"2022-09-01 22:00","1,42","9,1","Normalt"
"2022-09-01 23:00","1,69","9,2","Normalt"
"2022-09-02 00:00","0,54","8,9","Normalt"
"2022-09-02 01:00","0,32","8,8","Normalt"
"2022-09-02 02:00","0,3","9,3","Normalt"
"2022-09-02 03:00","0,29","8,3","Normalt"
"2022-09-02 04:00","0,38","8,1","Normalt"
"2022-09-02 05:00","1,14","8,6","Normalt"
"2022-09-02 06:00","0,68","7,9","Normalt"
"2022-09-02 07:00","0,37","8,4","Normalt"
"2022-09-02 08:00","0,29","9,5","Normalt"
"2022-09-02 09:00","0,45","10,9","Normalt"
"2022-09-02 10:00","0,55","12,7","Normalt"
"2022-09-02 11:00","0,74","13,3","Normalt"
"2022-09-02 12:00","1,4","13,5","Normalt"
"2022-09-02 13:00","1,39","13,3","Normalt"
"2022-09-02 14:00","1,87","14,9","Normalt"
"2022-09-02 15:00","0,94","13,5","Normalt"
"2022-09-02 16:00","0,64","14,8","Normalt"
"2022-09-02 17:00","0,64","14,8","Normalt"
"2022-09-02 18:00","1,57","14,5","Normalt"
"2022-09-02 19:00","1,08","12,4","Normalt"
"2022-09-02 20:00","0,8","10,3","Normalt"
"2022-09-02 21:00","0,82","8,4","Normalt"
"2022-09-02 22:00","0,95","7,2","Normalt"
"2022-09-02 23:00","1,83","6,4","Normalt"
"2022-09-03 00:00","1,44","5,8","Normalt"
"2022-09-03 01:00","1,7","5,6","Normalt"
"2022-09-03 02:00","0,5","5,2","Normalt"
"2022-09-03 03:00","0,47","5,6","Normalt"
"2022-09-03 04:00","0,77","6,4","Normalt"
"2022-09-03 05:00","1,49","6,8","Normalt"
"2022-09-03 06:00","1,47","7,3","Normalt"
"2022-09-03 07:00","1,56","7,9","Normalt"
"2022-09-03 08:00","1,74","8,7","Normalt"
"2022-09-03 09:00","1,64","9,9","Normalt"
"2022-09-03 10:00","1,75",11,"Normalt"
"2022-09-03 11:00","2,19","11,4","Normalt"
"2022-09-03 12:00","1,44","12,6","Normalt"
"2022-09-03 13:00","1,45","13,7","Normalt"
"2022-09-03 14:00","0,89","13,8","Normalt"
"2022-09-03 15:00","0,44","13,8","Normalt"
"2022-09-03 16:00","0,43",14,"Normalt"
"2022-09-03 17:00","0,42","13,3","Normalt"
"2022-09-03 18:00","1,08","12,7","Normalt"
"2022-09-03 19:00","1,33","12,2","Normalt"
"2022-09-03 20:00","1,09","11,6","Normalt"
"2022-09-03 21:00","0,66",11,"Normalt"
"2022-09-03 22:00","0,77","10,4","Normalt"
"2022-09-03 23:00","0,61","10,2","Normalt"
"2022-09-04 00:00","1,11","9,9","Normalt"
"2022-09-04 01:00","0,97","9,7","Normalt"
"2022-09-04 02:00","0,92","9,7","Normalt"
"2022-09-04 03:00","0,51","8,9","Normalt"
"2022-09-04 04:00","0,47","8,1","Normalt"
"2022-09-04 05:00","0,46","7,9","Normalt"
"2022-09-04 06:00","0,67","8,3","Normalt"
"2022-09-04 07:00","1,02","8,8","Normalt"
"2022-09-04 08:00","1,43","9,8","Normalt"
"2022-09-04 09:00","0,47",11,"Normalt"
"2022-09-04 10:00","0,76","12,4","Normalt"
"2022-09-04 11:00","0,46","14,1","Normalt"
"2022-09-04 12:00","0,59","14,9","Normalt"
"2022-09-04 13:00","1,25","15,4","Normalt"
"2022-09-04 14:00","1,44","16,3","Normalt"
"2022-09-04 15:00","1,14","16,3","Normalt"
"2022-09-04 16:00","0,51",14,"Normalt"
"2022-09-04 17:00","1,38",17,"Normalt"
"2022-09-04 18:00","1,08","14,2","Normalt"
"2022-09-04 19:00","1,03","12,8","Normalt"
"2022-09-04 20:00","1,69","12,1","Normalt"
"2022-09-04 21:00","0,94","11,7","Normalt"
"2022-09-04 22:00","0,7","10,7","Normalt"
"2022-09-04 23:00","0,65","9,9","Normalt"
"2022-09-05 00:00","1,02","8,7","Normalt"
"2022-09-05 01:00","0,74","7,3","Normalt"
"2022-09-05 02:00","1,37","6,8","Normalt"
"2022-09-05 03:00","0,83","6,3","Normalt"
"2022-09-05 04:00","0,66","6,2","Normalt"
"2022-09-05 05:00","0,6","5,6","Normalt"
"2022-09-05 06:00","0,65","5,1","Normalt"
"2022-09-05 07:00","0,61","5,7","Normalt"
"2022-09-05 08:00","1,05","7,6","Normalt"
"2022-09-05 09:00","1,5",10,"Normalt"
"2022-09-05 10:00","0,62","12,6","Normalt"
"2022-09-05 11:00","0,51","13,8","Normalt"
"2022-09-05 12:00","0,57","15,3","Normalt"
"2022-09-05 13:00","0,82","15,2","Normalt"
"2022-09-05 14:00","0,85","16,7","Normalt"
"2022-09-05 15:00","1,61","16,5","Normalt"
"2022-09-05 16:00","1,11","16,3","Normalt"
"2022-09-05 17:00","0,68","17,8","Normalt"
"2022-09-05 18:00","1,41","17,4","Normalt"
"2022-09-05 19:00","1,26","14,9","Normalt"
"2022-09-05 20:00","1,28","12,8","Normalt"
"2022-09-05 21:00","0,83","10,7","Normalt"
"2022-09-05 22:00","0,79","9,9","Normalt"
"2022-09-05 23:00","0,72","9,4","Normalt"
"2022-09-06 00:00","2,09","8,2","Normalt"
"2022-09-06 01:00","2,35","7,3","Normalt"
"2022-09-06 02:00","1,7","6,6","Normalt"
"2022-09-06 03:00","0,79","6,3","Normalt"
"2022-09-06 04:00","0,58","6,2","Normalt"
"2022-09-06 05:00","0,63","8,1","Normalt"
"2022-09-06 06:00","0,36",9,"Normalt"
"2022-09-06 07:00","0,49","9,8","Normalt"
"2022-09-06 08:00","1,36","11,7","Normalt"
"2022-09-06 09:00","0,67","13,6","Normalt"
"2022-09-06 10:00","0,38","14,8","Normalt"
"2022-09-06 11:00","0,89","16,2","Normalt"
"2022-09-06 12:00","1,54","17,1","Normalt"
"2022-09-06 13:00","1,53","18,2","Normalt"
"2022-09-06 14:00","0,55","19,2","Normalt"
"2022-09-06 15:00","0,43","20,1","Normalt"
"2022-09-06 16:00","0,46","20,2","Normalt"
"2022-09-06 17:00","0,5","19,9","Normalt"
"2022-09-06 18:00","2,14","19,9","Normalt"
"2022-09-06 19:00","1,58","18,4","Normalt"
"2022-09-06 20:00","1,88","16,4","Normalt"
"2022-09-06 21:00","1,61","14,6","Normalt"
"2022-09-06 22:00","0,83","13,7","Normalt"
"2022-09-06 23:00","0,81","11,9","Normalt"
"2022-09-07 00:00","0,57","10,9","Normalt"
"2022-09-07 01:00","0,43","10,2","Normalt"
"2022-09-07 02:00","0,39","9,8","Normalt"
"2022-09-07 03:00","0,95","8,7","Normalt"
"2022-09-07 04:00","0,83","8,6","Normalt"
"2022-09-07 05:00","0,3","8,1","Normalt"
"2022-09-07 06:00","0,25","7,8","Normalt"
"2022-09-07 07:00","0,37","7,7","Normalt"
"2022-09-07 08:00","0,39","8,7","Normalt"
"2022-09-07 09:00","0,42","10,9","Normalt"
"2022-09-07 10:00","1,54","13,3","Normalt"
"2022-09-07 11:00","0,84","15,2","Normalt"
"2022-09-07 12:00","0,49","16,2","Normalt"
"2022-09-07 13:00","0,98","16,1","Normalt"
"2022-09-07 14:00","0,76","16,6","Normalt"
"2022-09-07 15:00","0,62","16,9","Normalt"
"2022-09-07 16:00","0,67","15,2","Normalt"
"2022-09-07 17:00","2,24","14,6","Normalt"
"2022-09-07 18:00","1,66","14,3","Normalt"
"2022-09-07 19:00","0,71","13,8","Normalt"
"2022-09-07 20:00","1,33","12,4","Normalt"
"2022-09-07 21:00","0,76","10,8","Normalt"
"2022-09-07 22:00","0,7","9,8","Normalt"
"2022-09-07 23:00","1,05","8,8","Normalt"
"2022-09-08 00:00","3,58","7,7","Normalt"
"2022-09-08 01:00","2,09","7,3","Normalt"
"2022-09-08 02:00","0,61","6,9","Normalt"
"2022-09-08 03:00","0,54","5,9","Normalt"
"2022-09-08 04:00","0,6","5,8","Normalt"
"2022-09-08 05:00","0,55","5,8","Normalt"
"2022-09-08 06:00","0,43","5,3","Normalt"
"2022-09-08 07:00","0,91","5,8","Normalt"
"2022-09-08 08:00","1,58","7,8","Normalt"
"2022-09-08 09:00","1,37","10,6","Normalt"
"2022-09-08 10:00","1,42","12,8","Normalt"
"2022-09-08 11:00","0,92","14,2","Normalt"
"2022-09-08 12:00","0,64","16,1","Normalt"
"2022-09-08 13:00","1,34","16,4","Normalt"
"2022-09-08 14:00","1,42","16,7","Normalt"
"2022-09-08 15:00","0,64","17,5","Normalt"
"2022-09-08 16:00","0,68",17,"Normalt"
"2022-09-08 17:00","0,77","15,6","Normalt"
"2022-09-08 18:00","1,49","14,8","Normalt"
"2022-09-08 19:00","1,64",14,"Normalt"
"2022-09-08 20:00","0,51","12,8","Normalt"
"2022-09-08 21:00","0,71",11,"Normalt"
"2022-09-08 22:00","0,71","9,7","Normalt"
"2022-09-08 23:00","1,65","8,8","Normalt"
"2022-09-09 00:00","2,79",9,"Normalt"
"2022-09-09 01:00","2,12","9,9","Normalt"
"2022-09-09 02:00","1,64","9,4","Normalt"
"2022-09-09 03:00","1,55","9,4","Normalt"
"2022-09-09 04:00","1,08",10,"Normalt"
"2022-09-09 05:00","0,51","10,2","Normalt"
"2022-09-09 06:00","0,44","10,7","Normalt"
"2022-09-09 07:00","0,53",11,"Normalt"
"2022-09-09 08:00","0,58","12,4","Normalt"
"2022-09-09 09:00","0,49","14,2","Normalt"
"2022-09-09 10:00","0,73","14,9","Normalt"
"2022-09-09 11:00","1,52","14,8","Normalt"
"2022-09-09 12:00","1,74","15,7","Normalt"
"2022-09-09 13:00","1,44","16,3","Normalt"
"2022-09-09 14:00","1,57","16,7","Normalt"
"2022-09-09 15:00","1,17","16,4","Normalt"
"2022-09-09 16:00",1,"16,2","Normalt"
"2022-09-09 17:00","1,08","16,9","Normalt"
"2022-09-09 18:00","1,01","14,8","Normalt"
"2022-09-09 19:00","1,62","13,7","Normalt"
"2022-09-09 20:00","0,94","11,9","Normalt"
"2022-09-09 21:00","1,04","10,5","Normalt"
"2022-09-09 22:00","0,75","8,9","Normalt"
"2022-09-09 23:00","1,38","8,2","Normalt"
"2022-09-10 00:00","1,89","7,6","Normalt"
"2022-09-10 01:00","0,56","7,2","Normalt"
"2022-09-10 02:00","0,46","6,7","Normalt"
"2022-09-10 03:00","0,68","6,5","Normalt"
"2022-09-10 04:00","0,53","6,1","Normalt"
"2022-09-10 05:00","0,63","6,2","Normalt"
"2022-09-10 06:00","0,48","6,4","Normalt"
"2022-09-10 07:00","1,33","7,6","Normalt"
"2022-09-10 08:00","0,35","9,8","Normalt"
"2022-09-10 09:00","0,37","11,7","Normalt"
"2022-09-10 10:00","0,46","13,8","Normalt"
"2022-09-10 11:00","0,36","15,1","Normalt"
"2022-09-10 12:00","0,33","15,2","Normalt"
"2022-09-10 13:00","0,29","15,2","Normalt"
"2022-09-10 14:00","0,35","15,8","Normalt"
"2022-09-10 15:00","0,27","15,8","Normalt"
"2022-09-10 16:00","1,31","15,8","Normalt"
"2022-09-10 17:00","0,69","15,4","Normalt"
"2022-09-10 18:00","0,99",15,"Normalt"
"2022-09-10 19:00","1,65","14,3","Normalt"
"2022-09-10 20:00","1,49","13,7","Normalt"
"2022-09-10 21:00","1,49","13,3","Normalt"
"2022-09-10 22:00","0,65",13,"Normalt"
"2022-09-10 23:00","0,52","12,8","Normalt"
"2022-09-11 00:00","0,42","12,6","Normalt"
"2022-09-11 01:00","0,29","12,5","Normalt"
"2022-09-11 02:00","0,34","12,5","Normalt"
"2022-09-11 03:00","0,34","12,5","Normalt"
"2022-09-11 04:00","0,38","12,2","Normalt"
"2022-09-11 05:00","0,82","12,2","Normalt"
"2022-09-11 06:00","0,89","12,1","Normalt"
"2022-09-11 07:00","0,33","12,2","Normalt"
"2022-09-11 08:00","0,29","12,5","Normalt"
"2022-09-11 09:00","0,34","13,2","Normalt"
"2022-09-11 10:00","0,28","13,8","Normalt"
"2022-09-11 11:00","0,5","13,7","Normalt"
"2022-09-11 12:00","0,39","14,8","Normalt"
"2022-09-11 13:00","0,38","15,5","Normalt"
"2022-09-11 14:00","0,54","15,8","Normalt"
"2022-09-11 15:00","1,13","16,5","Normalt"
"2022-09-11 16:00","0,63","16,7","Normalt"
"2022-09-11 17:00","0,35","16,8","Normalt"
"2022-09-11 18:00","0,71",16,"Normalt"
"2022-09-11 19:00","0,43","15,8","Normalt"
"2022-09-11 20:00","0,54","14,2","Normalt"
"2022-09-11 21:00","1,13","11,8","Normalt"
"2022-09-11 22:00","0,68","10,7","Normalt"
"2022-09-11 23:00","0,5","9,7","Normalt"
"2022-09-12 00:00","0,49","8,7","Normalt"
"2022-09-12 01:00","0,98","8,1","Normalt"
"2022-09-12 02:00","1,07","7,4","Normalt"
"2022-09-12 03:00","0,47","7,2","Normalt"
"2022-09-12 04:00","0,55",7,"Normalt"
"2022-09-12 05:00","0,53","7,2","Normalt"
"2022-09-12 06:00","0,43","7,6","Normalt"
"2022-09-12 07:00","0,49",8,"Normalt"
"2022-09-12 08:00","0,28","9,3","Normalt"
"2022-09-12 09:00","0,34","13,1","Normalt"
"2022-09-12 10:00","0,36","14,8","Normalt"
"2022-09-12 11:00","1,04","16,8","Normalt"
"2022-09-12 12:00","0,75","17,8","Normalt"
"2022-09-12 13:00","0,3","18,7","Normalt"
"2022-09-12 14:00","0,33","18,7","Normalt"
"2022-09-12 15:00","0,36","18,6","Normalt"
"2022-09-12 16:00","0,43","18,9","Normalt"
"2022-09-12 17:00","0,62","18,4","Normalt"
"2022-09-12 18:00","0,34","17,8","Normalt"
"2022-09-12 19:00","0,36","16,3","Normalt"
"2022-09-12 20:00","0,43","14,4","Normalt"
"2022-09-12 21:00","0,93","13,7","Normalt"
"2022-09-12 22:00","1,79","13,3","Normalt"
"2022-09-12 23:00","0,55","13,2","Normalt"
"2022-09-13 00:00","0,6","12,9","Normalt"
"2022-09-13 01:00","0,34","12,7","Normalt"
"2022-09-13 02:00","0,37","12,7","Normalt"
"2022-09-13 03:00","0,29",13,"Normalt"
"2022-09-13 04:00","0,32","13,5","Normalt"
"2022-09-13 05:00","0,33","13,8","Normalt"
"2022-09-13 06:00","0,32","14,1","Normalt"
"2022-09-13 07:00","0,77","14,7","Normalt"
"2022-09-13 08:00","0,98","15,2","Normalt"
"2022-09-13 09:00","0,36","15,2","Normalt"
"2022-09-13 10:00","0,41","14,4","Normalt"
"2022-09-13 11:00","0,4",14,"Normalt"
"2022-09-13 12:00","0,35","14,1","Normalt"
"2022-09-13 13:00","0,32","14,8","Normalt"
"2022-09-13 14:00","0,36","15,2","Normalt"
"2022-09-13 15:00","0,28","14,6","Normalt"
"2022-09-13 16:00","0,36","14,3","Normalt"
"2022-09-13 17:00","1,15","14,8","Normalt"
"2022-09-13 18:00","0,73","14,3","Normalt"
"2022-09-13 19:00","0,43","13,6","Normalt"
"2022-09-13 20:00","0,41","13,7","Normalt"
"2022-09-13 21:00","0,39","12,8","Normalt"
"2022-09-13 22:00","0,43","12,9","Normalt"
"2022-09-13 23:00","0,46","12,2","Normalt"
"2022-09-14 00:00","0,34","11,9","Normalt"
"2022-09-14 01:00","0,35","11,9","Normalt"
"2022-09-14 02:00","0,27","11,8","Normalt"
"2022-09-14 03:00","1,02","11,5","Normalt"
"2022-09-14 04:00","0,76","11,5","Normalt"
"2022-09-14 05:00","0,43","11,5","Normalt"
"2022-09-14 06:00","0,38",11,"Normalt"
"2022-09-14 07:00","0,26","10,1","Normalt"
"2022-09-14 08:00","0,36","10,4","Normalt"
"2022-09-14 09:00","0,31","10,4","Normalt"
"2022-09-14 10:00","0,34","10,9","Normalt"
"2022-09-14 11:00","0,38","11,3","Normalt"
"2022-09-14 12:00","0,48","12,4","Normalt"
"2022-09-14 13:00","1,37","13,8","Normalt"
"2022-09-14 14:00","0,31",14,"Normalt"
"2022-09-14 15:00","0,33","14,2","Normalt"
"2022-09-14 16:00","0,4","14,4","Normalt"
"2022-09-14 17:00","0,32","14,7","Normalt"
