2108,28.5,084,10,2022-09-18
4088,23.6,181,11,2022-09-19
8484,26.1,301,10,2022-09-20
9462,24.9,384,09,2022-09-21
8460,29.4,310,10,2022-09-22
7847,26.3,269,12,2022-09-23
